geography,name,county,total,percent
36103135401,"Census Tract 1354.01, Suffolk County, New York",Suffolk,5907,7.80
36103135402,"Census Tract 1354.02, Suffolk County, New York",Suffolk,7303,2.80
36103135403,"Census Tract 1354.03, Suffolk County, New York",Suffolk,4391,6.10
36103135500,"Census Tract 1355, Suffolk County, New York",Suffolk,5124,5.80
36103145601,"Census Tract 1456.01, Suffolk County, New York",Suffolk,5473,11.10
36103145602,"Census Tract 1456.02, Suffolk County, New York",Suffolk,7332,12.00
36103145603,"Census Tract 1456.03, Suffolk County, New York",Suffolk,6592,12.70
36103145604,"Census Tract 1456.04, Suffolk County, New York",Suffolk,5078,8.90
36103145605,"Census Tract 1456.05, Suffolk County, New York",Suffolk,3611,6.40
36103145701,"Census Tract 1457.01, Suffolk County, New York",Suffolk,4770,9.30
36103145702,"Census Tract 1457.02, Suffolk County, New York",Suffolk,6781,7.70
36103145703,"Census Tract 1457.03, Suffolk County, New York",Suffolk,4160,12.40
36103145705,"Census Tract 1457.05, Suffolk County, New York",Suffolk,3158,8.90
36103145706,"Census Tract 1457.06, Suffolk County, New York",Suffolk,4854,5.40
36103145803,"Census Tract 1458.03, Suffolk County, New York",Suffolk,4941,5.10
36103145804,"Census Tract 1458.04, Suffolk County, New York",Suffolk,3270,4.50
36103145807,"Census Tract 1458.07, Suffolk County, New York",Suffolk,4285,2.50
36103145808,"Census Tract 1458.08, Suffolk County, New York",Suffolk,3538,2.50
36103145809,"Census Tract 1458.09, Suffolk County, New York",Suffolk,2031,3.60
36103145810,"Census Tract 1458.10, Suffolk County, New York",Suffolk,3215,5.30
36103145901,"Census Tract 1459.01, Suffolk County, New York",Suffolk,3085,5.00
36103145903,"Census Tract 1459.03, Suffolk County, New York",Suffolk,6521,6.40
36103145904,"Census Tract 1459.04, Suffolk County, New York",Suffolk,5180,7.30
36103145905,"Census Tract 1459.05, Suffolk County, New York",Suffolk,4430,15.50
36103146001,"Census Tract 1460.01, Suffolk County, New York",Suffolk,5313,7.20
36103146002,"Census Tract 1460.02, Suffolk County, New York",Suffolk,5333,11.30
36103146004,"Census Tract 1460.04, Suffolk County, New York",Suffolk,1832,24.10
36103146005,"Census Tract 1460.05, Suffolk County, New York",Suffolk,9093,4.80
36103146102,"Census Tract 1461.02, Suffolk County, New York",Suffolk,2891,3.00
36103146103,"Census Tract 1461.03, Suffolk County, New York",Suffolk,4240,3.90
36103146105,"Census Tract 1461.05, Suffolk County, New York",Suffolk,6222,10.90
36103146106,"Census Tract 1461.06, Suffolk County, New York",Suffolk,4775,12.00
36103146201,"Census Tract 1462.01, Suffolk County, New York",Suffolk,5236,9.70
36103146202,"Census Tract 1462.02, Suffolk County, New York",Suffolk,4890,5.70
36103146203,"Census Tract 1462.03, Suffolk County, New York",Suffolk,4984,14.60
36103146204,"Census Tract 1462.04, Suffolk County, New York",Suffolk,6495,1.30
36103146205,"Census Tract 1462.05, Suffolk County, New York",Suffolk,2061,4.90
36103146206,"Census Tract 1462.06, Suffolk County, New York",Suffolk,1867,14.20
36103146300,"Census Tract 1463, Suffolk County, New York",Suffolk,2227,10.20
36103146402,"Census Tract 1464.02, Suffolk County, New York",Suffolk,3693,6.00
36103146403,"Census Tract 1464.03, Suffolk County, New York",Suffolk,5472,8.00
36103146404,"Census Tract 1464.04, Suffolk County, New York",Suffolk,3157,10.80
36103146500,"Census Tract 1465, Suffolk County, New York",Suffolk,5200,1.60
36103146607,"Census Tract 1466.07, Suffolk County, New York",Suffolk,2503,18.00
36103146608,"Census Tract 1466.08, Suffolk County, New York",Suffolk,2803,9.70
36103146611,"Census Tract 1466.11, Suffolk County, New York",Suffolk,2855,2.80
36103146612,"Census Tract 1466.12, Suffolk County, New York",Suffolk,4908,1.60
36103146613,"Census Tract 1466.13, Suffolk County, New York",Suffolk,3810,1.90
36103146614,"Census Tract 1466.14, Suffolk County, New York",Suffolk,4637,3.90
36103146616,"Census Tract 1466.16, Suffolk County, New York",Suffolk,4050,2.60
36103146617,"Census Tract 1466.17, Suffolk County, New York",Suffolk,2755,6.80
36103146618,"Census Tract 1466.18, Suffolk County, New York",Suffolk,5867,2.20
36103146619,"Census Tract 1466.19, Suffolk County, New York",Suffolk,2553,5.20
36103146620,"Census Tract 1466.20, Suffolk County, New York",Suffolk,1806,1.30
36103146703,"Census Tract 1467.03, Suffolk County, New York",Suffolk,3738,4.20
36103146704,"Census Tract 1467.04, Suffolk County, New York",Suffolk,2286,1.70
36103146705,"Census Tract 1467.05, Suffolk County, New York",Suffolk,2967,2.90
36103146706,"Census Tract 1467.06, Suffolk County, New York",Suffolk,2457,1.80
36103146800,"Census Tract 1468, Suffolk County, New York",Suffolk,6203,6.50
36103146901,"Census Tract 1469.01, Suffolk County, New York",Suffolk,5176,3.20
36103146902,"Census Tract 1469.02, Suffolk County, New York",Suffolk,3285,2.20
36103147001,"Census Tract 1470.01, Suffolk County, New York",Suffolk,4521,2.10
36103147003,"Census Tract 1470.03, Suffolk County, New York",Suffolk,4506,3.40
36103147004,"Census Tract 1470.04, Suffolk County, New York",Suffolk,146,6.20
36103147100,"Census Tract 1471, Suffolk County, New York",Suffolk,3063,0.40
36103147201,"Census Tract 1472.01, Suffolk County, New York",Suffolk,3523,13.60
36103147202,"Census Tract 1472.02, Suffolk County, New York",Suffolk,2314,9.90
36103147301,"Census Tract 1473.01, Suffolk County, New York",Suffolk,3314,6.70
36103147302,"Census Tract 1473.02, Suffolk County, New York",Suffolk,4282,4.50
36103147401,"Census Tract 1474.01, Suffolk County, New York",Suffolk,5781,6.20
36103147402,"Census Tract 1474.02, Suffolk County, New York",Suffolk,2997,1.40
36103147502,"Census Tract 1475.02, Suffolk County, New York",Suffolk,5139,1.00
36103147503,"Census Tract 1475.03, Suffolk County, New York",Suffolk,1920,1.90
36103147504,"Census Tract 1475.04, Suffolk County, New York",Suffolk,1058,0.30
36103147505,"Census Tract 1475.05, Suffolk County, New York",Suffolk,6391,9.40
36103147601,"Census Tract 1476.01, Suffolk County, New York",Suffolk,2407,3.00
36103147602,"Census Tract 1476.02, Suffolk County, New York",Suffolk,4558,3.40
36103147701,"Census Tract 1477.01, Suffolk County, New York",Suffolk,3205,3.00
36103147702,"Census Tract 1477.02, Suffolk County, New York",Suffolk,4953,6.20
36103147802,"Census Tract 1478.02, Suffolk County, New York",Suffolk,3451,9.30
36103147803,"Census Tract 1478.03, Suffolk County, New York",Suffolk,3016,6.80
36103147804,"Census Tract 1478.04, Suffolk County, New York",Suffolk,5789,7.20
36103147901,"Census Tract 1479.01, Suffolk County, New York",Suffolk,4159,4.50
36103147902,"Census Tract 1479.02, Suffolk County, New York",Suffolk,4425,3.50
36103158001,"Census Tract 1580.01, Suffolk County, New York",Suffolk,3594,4.50
36103158009,"Census Tract 1580.09, Suffolk County, New York",Suffolk,2126,7.90
36103158010,"Census Tract 1580.10, Suffolk County, New York",Suffolk,2888,0.90
36103158011,"Census Tract 1580.11, Suffolk County, New York",Suffolk,4270,5.50
36103158012,"Census Tract 1580.12, Suffolk County, New York",Suffolk,4054,3.70
36103158013,"Census Tract 1580.13, Suffolk County, New York",Suffolk,2256,5.60
36103158014,"Census Tract 1580.14, Suffolk County, New York",Suffolk,0,-
36103158015,"Census Tract 1580.15, Suffolk County, New York",Suffolk,0,-
36103158016,"Census Tract 1580.16, Suffolk County, New York",Suffolk,2188,1.10
36103158017,"Census Tract 1580.17, Suffolk County, New York",Suffolk,3590,2.80
36103158102,"Census Tract 1581.02, Suffolk County, New York",Suffolk,4252,4.90
36103158103,"Census Tract 1581.03, Suffolk County, New York",Suffolk,4820,10.60
36103158107,"Census Tract 1581.07, Suffolk County, New York",Suffolk,3655,6.40
36103158108,"Census Tract 1581.08, Suffolk County, New York",Suffolk,2656,5.50
36103158111,"Census Tract 1581.11, Suffolk County, New York",Suffolk,3434,2.70
36103158112,"Census Tract 1581.12, Suffolk County, New York",Suffolk,4150,7.40
36103158114,"Census Tract 1581.14, Suffolk County, New York",Suffolk,3369,1.80
36103158116,"Census Tract 1581.16, Suffolk County, New York",Suffolk,2055,5.70
36103158117,"Census Tract 1581.17, Suffolk County, New York",Suffolk,2999,0.90
36103158118,"Census Tract 1581.18, Suffolk County, New York",Suffolk,3471,0.70
36103158119,"Census Tract 1581.19, Suffolk County, New York",Suffolk,6222,6.60
36103158120,"Census Tract 1581.20, Suffolk County, New York",Suffolk,2545,4.00
36103158205,"Census Tract 1582.05, Suffolk County, New York",Suffolk,1557,4.00
36103158206,"Census Tract 1582.06, Suffolk County, New York",Suffolk,3719,5.00
36103158207,"Census Tract 1582.07, Suffolk County, New York",Suffolk,4841,4.10
36103158208,"Census Tract 1582.08, Suffolk County, New York",Suffolk,4411,3.70
36103158209,"Census Tract 1582.09, Suffolk County, New York",Suffolk,3194,13.30
36103158304,"Census Tract 1583.04, Suffolk County, New York",Suffolk,7594,0.90
36103158306,"Census Tract 1583.06, Suffolk County, New York",Suffolk,5621,3.80
36103158309,"Census Tract 1583.09, Suffolk County, New York",Suffolk,4682,6.00
36103158310,"Census Tract 1583.10, Suffolk County, New York",Suffolk,4845,7.60
36103158315,"Census Tract 1583.15, Suffolk County, New York",Suffolk,4336,1.80
36103158317,"Census Tract 1583.17, Suffolk County, New York",Suffolk,5420,3.50
36103158318,"Census Tract 1583.18, Suffolk County, New York",Suffolk,4829,4.00
36103158319,"Census Tract 1583.19, Suffolk County, New York",Suffolk,3856,8.00
36103158320,"Census Tract 1583.20, Suffolk County, New York",Suffolk,6293,6.00
36103158322,"Census Tract 1583.22, Suffolk County, New York",Suffolk,1669,2.00
36103158324,"Census Tract 1583.24, Suffolk County, New York",Suffolk,2611,7.70
36103158325,"Census Tract 1583.25, Suffolk County, New York",Suffolk,7172,4.90
36103158326,"Census Tract 1583.26, Suffolk County, New York",Suffolk,1279,2.50
36103158327,"Census Tract 1583.27, Suffolk County, New York",Suffolk,6763,1.70
36103158328,"Census Tract 1583.28, Suffolk County, New York",Suffolk,5073,1.90
36103158329,"Census Tract 1583.29, Suffolk County, New York",Suffolk,1607,0.90
36103158401,"Census Tract 1584.01, Suffolk County, New York",Suffolk,1212,11.40
36103158402,"Census Tract 1584.02, Suffolk County, New York",Suffolk,4640,3.70
36103158403,"Census Tract 1584.03, Suffolk County, New York",Suffolk,2339,6.70
36103158407,"Census Tract 1584.07, Suffolk County, New York",Suffolk,5090,2.40
36103158408,"Census Tract 1584.08, Suffolk County, New York",Suffolk,3628,4.90
36103158409,"Census Tract 1584.09, Suffolk County, New York",Suffolk,3633,5.50
36103158410,"Census Tract 1584.10, Suffolk County, New York",Suffolk,2975,10.30
36103158411,"Census Tract 1584.11, Suffolk County, New York",Suffolk,2824,2.30
36103158412,"Census Tract 1584.12, Suffolk County, New York",Suffolk,2992,0.40
36103158502,"Census Tract 1585.02, Suffolk County, New York",Suffolk,3659,11.60
36103158505,"Census Tract 1585.05, Suffolk County, New York",Suffolk,4008,4.10
36103158506,"Census Tract 1585.06, Suffolk County, New York",Suffolk,3420,6.50
36103158509,"Census Tract 1585.09, Suffolk County, New York",Suffolk,4906,7.70
36103158510,"Census Tract 1585.10, Suffolk County, New York",Suffolk,7457,2.80
36103158511,"Census Tract 1585.11, Suffolk County, New York",Suffolk,6726,2.80
36103158512,"Census Tract 1585.12, Suffolk County, New York",Suffolk,2963,17.30
36103158513,"Census Tract 1585.13, Suffolk County, New York",Suffolk,2875,7.50
36103158514,"Census Tract 1585.14, Suffolk County, New York",Suffolk,7693,3.00
36103158604,"Census Tract 1586.04, Suffolk County, New York",Suffolk,5255,3.70
36103158605,"Census Tract 1586.05, Suffolk County, New York",Suffolk,4815,8.10
36103158606,"Census Tract 1586.06, Suffolk County, New York",Suffolk,4903,3.70
36103158607,"Census Tract 1586.07, Suffolk County, New York",Suffolk,3160,2.40
36103158608,"Census Tract 1586.08, Suffolk County, New York",Suffolk,3495,9.50
36103158609,"Census Tract 1586.09, Suffolk County, New York",Suffolk,4872,7.10
36103158705,"Census Tract 1587.05, Suffolk County, New York",Suffolk,4173,10.20
36103158707,"Census Tract 1587.07, Suffolk County, New York",Suffolk,1843,6.30
36103158708,"Census Tract 1587.08, Suffolk County, New York",Suffolk,3557,10.00
36103158709,"Census Tract 1587.09, Suffolk County, New York",Suffolk,3065,3.70
36103158710,"Census Tract 1587.10, Suffolk County, New York",Suffolk,3889,15.80
36103158711,"Census Tract 1587.11, Suffolk County, New York",Suffolk,5408,4.70
36103158712,"Census Tract 1587.12, Suffolk County, New York",Suffolk,6654,11.40
36103158713,"Census Tract 1587.13, Suffolk County, New York",Suffolk,3052,21.80
36103158714,"Census Tract 1587.14, Suffolk County, New York",Suffolk,1884,8.10
36103158715,"Census Tract 1587.15, Suffolk County, New York",Suffolk,4389,10.50
36103158802,"Census Tract 1588.02, Suffolk County, New York",Suffolk,4739,6.00
36103158803,"Census Tract 1588.03, Suffolk County, New York",Suffolk,6225,4.40
36103158805,"Census Tract 1588.05, Suffolk County, New York",Suffolk,3707,7.60
36103158806,"Census Tract 1588.06, Suffolk County, New York",Suffolk,4477,4.80
36103158901,"Census Tract 1589.01, Suffolk County, New York",Suffolk,3210,2.00
36103158902,"Census Tract 1589.02, Suffolk County, New York",Suffolk,4758,8.00
36103159000,"Census Tract 1590, Suffolk County, New York",Suffolk,4415,13.00
36103159103,"Census Tract 1591.03, Suffolk County, New York",Suffolk,5050,24.00
36103159106,"Census Tract 1591.06, Suffolk County, New York",Suffolk,5628,6.70
36103159107,"Census Tract 1591.07, Suffolk County, New York",Suffolk,4571,21.70
36103159108,"Census Tract 1591.08, Suffolk County, New York",Suffolk,7620,4.90
36103159109,"Census Tract 1591.09, Suffolk County, New York",Suffolk,2869,10.00
36103159110,"Census Tract 1591.10, Suffolk County, New York",Suffolk,3194,13.10
36103159111,"Census Tract 1591.11, Suffolk County, New York",Suffolk,3407,6.80
36103159112,"Census Tract 1591.12, Suffolk County, New York",Suffolk,3788,20.80
36103159201,"Census Tract 1592.01, Suffolk County, New York",Suffolk,3081,6.30
36103159203,"Census Tract 1592.03, Suffolk County, New York",Suffolk,5402,2.90
36103159204,"Census Tract 1592.04, Suffolk County, New York",Suffolk,3549,10.50
36103159300,"Census Tract 1593, Suffolk County, New York",Suffolk,1898,2.40
36103159406,"Census Tract 1594.06, Suffolk County, New York",Suffolk,4618,7.10
36103159407,"Census Tract 1594.07, Suffolk County, New York",Suffolk,8181,2.80
36103159408,"Census Tract 1594.08, Suffolk County, New York",Suffolk,3251,8.00
36103159410,"Census Tract 1594.10, Suffolk County, New York",Suffolk,7004,11.90
36103159411,"Census Tract 1594.11, Suffolk County, New York",Suffolk,3448,3.30
36103159413,"Census Tract 1594.13, Suffolk County, New York",Suffolk,4598,4.70
36103159414,"Census Tract 1594.14, Suffolk County, New York",Suffolk,2694,3.80
36103159415,"Census Tract 1594.15, Suffolk County, New York",Suffolk,1314,7.20
36103159416,"Census Tract 1594.16, Suffolk County, New York",Suffolk,5303,12.30
36103159509,"Census Tract 1595.09, Suffolk County, New York",Suffolk,3721,26.30
36103159510,"Census Tract 1595.10, Suffolk County, New York",Suffolk,260,9.60
36103159511,"Census Tract 1595.11, Suffolk County, New York",Suffolk,6993,12.80
36103159512,"Census Tract 1595.12, Suffolk County, New York",Suffolk,2293,11.10
36103159513,"Census Tract 1595.13, Suffolk County, New York",Suffolk,5685,11.40
36103159514,"Census Tract 1595.14, Suffolk County, New York",Suffolk,3311,6.30
36103159515,"Census Tract 1595.15, Suffolk County, New York",Suffolk,2263,11.90
36103159516,"Census Tract 1595.16, Suffolk County, New York",Suffolk,6397,9.20
36103159517,"Census Tract 1595.17, Suffolk County, New York",Suffolk,3690,9.60
36103159518,"Census Tract 1595.18, Suffolk County, New York",Suffolk,5170,8.20
36103159602,"Census Tract 1596.02, Suffolk County, New York",Suffolk,3692,2.40
36103159603,"Census Tract 1596.03, Suffolk County, New York",Suffolk,1171,1.20
36103159604,"Census Tract 1596.04, Suffolk County, New York",Suffolk,5116,2.30
36103159700,"Census Tract 1597, Suffolk County, New York",Suffolk,2046,1.60
36103169701,"Census Tract 1697.01, Suffolk County, New York",Suffolk,8032,3.50
36103169703,"Census Tract 1697.03, Suffolk County, New York",Suffolk,1572,2.40
36103169705,"Census Tract 1697.05, Suffolk County, New York",Suffolk,2287,10.80
36103169706,"Census Tract 1697.06, Suffolk County, New York",Suffolk,4018,17.70
36103169800,"Census Tract 1698, Suffolk County, New York",Suffolk,6150,17.30
36103169903,"Census Tract 1699.03, Suffolk County, New York",Suffolk,4651,5.60
36103169904,"Census Tract 1699.04, Suffolk County, New York",Suffolk,1833,7.60
36103169905,"Census Tract 1699.05, Suffolk County, New York",Suffolk,1046,9.90
36103169906,"Census Tract 1699.06, Suffolk County, New York",Suffolk,3603,3.30
36103170003,"Census Tract 1700.03, Suffolk County, New York",Suffolk,2556,6.50
36103170004,"Census Tract 1700.04, Suffolk County, New York",Suffolk,3192,1.30
36103170005,"Census Tract 1700.05, Suffolk County, New York",Suffolk,2497,4.60
36103170006,"Census Tract 1700.06, Suffolk County, New York",Suffolk,1468,1.40
36103170101,"Census Tract 1701.01, Suffolk County, New York",Suffolk,1952,4.80
36103170203,"Census Tract 1702.03, Suffolk County, New York",Suffolk,1438,4.70
36103170204,"Census Tract 1702.04, Suffolk County, New York",Suffolk,4520,8.60
36103170205,"Census Tract 1702.05, Suffolk County, New York",Suffolk,2056,7.10
36103170206,"Census Tract 1702.06, Suffolk County, New York",Suffolk,2224,3.90
36103180300,"Census Tract 1803, Suffolk County, New York",Suffolk,2712,11.00
36103190402,"Census Tract 1904.02, Suffolk County, New York",Suffolk,2183,13.00
36103190403,"Census Tract 1904.03, Suffolk County, New York",Suffolk,4234,5.70
36103190404,"Census Tract 1904.04, Suffolk County, New York",Suffolk,2410,12.90
36103190405,"Census Tract 1904.05, Suffolk County, New York",Suffolk,5155,14.40
36103190502,"Census Tract 1905.02, Suffolk County, New York",Suffolk,2407,6.90
36103190503,"Census Tract 1905.03, Suffolk County, New York",Suffolk,2451,4.00
36103190504,"Census Tract 1905.04, Suffolk County, New York",Suffolk,2398,2.40
36103190603,"Census Tract 1906.03, Suffolk County, New York",Suffolk,4714,7.70
36103190604,"Census Tract 1906.04, Suffolk County, New York",Suffolk,4872,10.70
36103190605,"Census Tract 1906.05, Suffolk County, New York",Suffolk,600,4.20
36103190606,"Census Tract 1906.06, Suffolk County, New York",Suffolk,3607,9.90
36103190706,"Census Tract 1907.06, Suffolk County, New York",Suffolk,5012,6.70
36103190708,"Census Tract 1907.08, Suffolk County, New York",Suffolk,1792,5.00
36103190709,"Census Tract 1907.09, Suffolk County, New York",Suffolk,1416,0.60
36103190710,"Census Tract 1907.10, Suffolk County, New York",Suffolk,1228,17.40
36103190711,"Census Tract 1907.11, Suffolk County, New York",Suffolk,3487,8.80
36103190712,"Census Tract 1907.12, Suffolk County, New York",Suffolk,883,3.90
36103190713,"Census Tract 1907.13, Suffolk County, New York",Suffolk,1954,3.50
36103190714,"Census Tract 1907.14, Suffolk County, New York",Suffolk,1822,4.50
36103190801,"Census Tract 1908.01, Suffolk County, New York",Suffolk,1386,1.90
36103190802,"Census Tract 1908.02, Suffolk County, New York",Suffolk,1667,4.40
36103200901,"Census Tract 2009.01, Suffolk County, New York",Suffolk,916,14.60
36103200903,"Census Tract 2009.03, Suffolk County, New York",Suffolk,1353,14.40
36103200904,"Census Tract 2009.04, Suffolk County, New York",Suffolk,1922,5.50
36103200905,"Census Tract 2009.05, Suffolk County, New York",Suffolk,1739,2.10
36103200906,"Census Tract 2009.06, Suffolk County, New York",Suffolk,2399,27.60
36103201005,"Census Tract 2010.05, Suffolk County, New York",Suffolk,2209,5.50
36103201006,"Census Tract 2010.06, Suffolk County, New York",Suffolk,634,2.20
36103201007,"Census Tract 2010.07, Suffolk County, New York",Suffolk,1601,1.40
36103201008,"Census Tract 2010.08, Suffolk County, New York",Suffolk,1898,2.00
36103201009,"Census Tract 2010.09, Suffolk County, New York",Suffolk,4925,19.40
36103201010,"Census Tract 2010.10, Suffolk County, New York",Suffolk,2321,7.90
36103201200,"Census Tract 2012, Suffolk County, New York",Suffolk,104,86.50
36103990100,"Census Tract 9901, Suffolk County, New York",Suffolk,0,-
36119000101,"Census Tract 1.01, Westchester County, New York",Westchester,3972,11.40
36119000103,"Census Tract 1.03, Westchester County, New York",Westchester,5056,27.20
36119000104,"Census Tract 1.04, Westchester County, New York",Westchester,1326,0.00
36119000202,"Census Tract 2.02, Westchester County, New York",Westchester,4498,9.00
36119000203,"Census Tract 2.03, Westchester County, New York",Westchester,3566,8.70
36119000204,"Census Tract 2.04, Westchester County, New York",Westchester,2972,22.70
36119000205,"Census Tract 2.05, Westchester County, New York",Westchester,3751,15.10
36119000300,"Census Tract 3, Westchester County, New York",Westchester,3898,18.60
36119000401,"Census Tract 4.01, Westchester County, New York",Westchester,4178,18.70
36119000403,"Census Tract 4.03, Westchester County, New York",Westchester,3197,24.50
36119000404,"Census Tract 4.04, Westchester County, New York",Westchester,3325,12.80
36119000501,"Census Tract 5.01, Westchester County, New York",Westchester,3055,17.50
36119000502,"Census Tract 5.02, Westchester County, New York",Westchester,1760,55.10
36119000601,"Census Tract 6.01, Westchester County, New York",Westchester,2688,28.70
36119000602,"Census Tract 6.02, Westchester County, New York",Westchester,3699,13.70
36119000701,"Census Tract 7.01, Westchester County, New York",Westchester,3606,10.60
36119000702,"Census Tract 7.02, Westchester County, New York",Westchester,4454,11.40
36119000801,"Census Tract 8.01, Westchester County, New York",Westchester,5898,16.30
36119000802,"Census Tract 8.02, Westchester County, New York",Westchester,2150,12.00
36119000803,"Census Tract 8.03, Westchester County, New York",Westchester,5745,4.10
36119000900,"Census Tract 9, Westchester County, New York",Westchester,2968,6.20
36119001000,"Census Tract 10, Westchester County, New York",Westchester,1963,47.90
36119001101,"Census Tract 11.01, Westchester County, New York",Westchester,3247,30.10
36119001102,"Census Tract 11.02, Westchester County, New York",Westchester,5810,19.80
36119001200,"Census Tract 12, Westchester County, New York",Westchester,4175,29.30
36119001301,"Census Tract 13.01, Westchester County, New York",Westchester,3709,4.20
36119001302,"Census Tract 13.02, Westchester County, New York",Westchester,4317,22.60
36119001304,"Census Tract 13.04, Westchester County, New York",Westchester,3389,18.60
36119001305,"Census Tract 13.05, Westchester County, New York",Westchester,4145,18.20
36119001401,"Census Tract 14.01, Westchester County, New York",Westchester,4020,4.70
36119001402,"Census Tract 14.02, Westchester County, New York",Westchester,1535,2.60
36119001403,"Census Tract 14.03, Westchester County, New York",Westchester,3182,13.30
36119001502,"Census Tract 15.02, Westchester County, New York",Westchester,3051,0.80
36119001503,"Census Tract 15.03, Westchester County, New York",Westchester,2334,5.80
36119001504,"Census Tract 15.04, Westchester County, New York",Westchester,5707,15.30
36119001505,"Census Tract 15.05, Westchester County, New York",Westchester,1836,6.10
36119001600,"Census Tract 16, Westchester County, New York",Westchester,4230,9.40
36119001701,"Census Tract 17.01, Westchester County, New York",Westchester,3154,10.10
36119001702,"Census Tract 17.02, Westchester County, New York",Westchester,2901,6.10
36119001800,"Census Tract 18, Westchester County, New York",Westchester,1620,3.80
36119001900,"Census Tract 19, Westchester County, New York",Westchester,1554,4.50
36119002000,"Census Tract 20, Westchester County, New York",Westchester,3861,3.10
36119002101,"Census Tract 21.01, Westchester County, New York",Westchester,3947,2.80
36119002103,"Census Tract 21.03, Westchester County, New York",Westchester,2873,1.50
36119002104,"Census Tract 21.04, Westchester County, New York",Westchester,5341,17.00
36119002105,"Census Tract 21.05, Westchester County, New York",Westchester,1600,3.00
36119002106,"Census Tract 21.06, Westchester County, New York",Westchester,2424,16.00
36119002107,"Census Tract 21.07, Westchester County, New York",Westchester,1780,18.10
36119002201,"Census Tract 22.01, Westchester County, New York",Westchester,2240,2.00
36119002202,"Census Tract 22.02, Westchester County, New York",Westchester,4756,2.30
36119002203,"Census Tract 22.03, Westchester County, New York",Westchester,1733,6.20
36119002204,"Census Tract 22.04, Westchester County, New York",Westchester,3890,7.60
36119002300,"Census Tract 23, Westchester County, New York",Westchester,3542,5.40
36119002401,"Census Tract 24.01, Westchester County, New York",Westchester,2099,11.80
36119002402,"Census Tract 24.02, Westchester County, New York",Westchester,3663,1.70
36119002403,"Census Tract 24.03, Westchester County, New York",Westchester,5071,6.40
36119002404,"Census Tract 24.04, Westchester County, New York",Westchester,3764,4.70
36119002405,"Census Tract 24.05, Westchester County, New York",Westchester,3042,15.00
36119002600,"Census Tract 26, Westchester County, New York",Westchester,4302,6.60
36119002700,"Census Tract 27, Westchester County, New York",Westchester,4020,13.30
36119002800,"Census Tract 28, Westchester County, New York",Westchester,2342,16.70
36119002900,"Census Tract 29, Westchester County, New York",Westchester,4082,33.40
36119003000,"Census Tract 30, Westchester County, New York",Westchester,2358,10.10
36119003100,"Census Tract 31, Westchester County, New York",Westchester,3118,25.00
36119003200,"Census Tract 32, Westchester County, New York",Westchester,2560,19.40
36119003300,"Census Tract 33, Westchester County, New York",Westchester,3023,3.50
36119003400,"Census Tract 34, Westchester County, New York",Westchester,4327,7.30
36119003500,"Census Tract 35, Westchester County, New York",Westchester,1653,31.20
36119003600,"Census Tract 36, Westchester County, New York",Westchester,3761,23.80
36119003700,"Census Tract 37, Westchester County, New York",Westchester,3325,10.80
36119003800,"Census Tract 38, Westchester County, New York",Westchester,3619,5.60
36119003900,"Census Tract 39, Westchester County, New York",Westchester,3359,9.60
36119004001,"Census Tract 40.01, Westchester County, New York",Westchester,3477,26.70
36119004002,"Census Tract 40.02, Westchester County, New York",Westchester,2462,12.60
36119004100,"Census Tract 41, Westchester County, New York",Westchester,4323,8.80
36119004200,"Census Tract 42, Westchester County, New York",Westchester,4589,8.60
36119004500,"Census Tract 45, Westchester County, New York",Westchester,1636,7.90
36119004600,"Census Tract 46, Westchester County, New York",Westchester,2848,11.90
36119004700,"Census Tract 47, Westchester County, New York",Westchester,3314,4.80
36119004801,"Census Tract 48.01, Westchester County, New York",Westchester,3122,5.50
36119004802,"Census Tract 48.02, Westchester County, New York",Westchester,3407,6.10
36119004900,"Census Tract 49, Westchester County, New York",Westchester,3172,3.70
36119005001,"Census Tract 50.01, Westchester County, New York",Westchester,4092,5.30
36119005002,"Census Tract 50.02, Westchester County, New York",Westchester,4173,3.80
36119005100,"Census Tract 51, Westchester County, New York",Westchester,3834,3.40
36119005200,"Census Tract 52, Westchester County, New York",Westchester,4624,1.50
36119005300,"Census Tract 53, Westchester County, New York",Westchester,5248,4.90
36119005400,"Census Tract 54, Westchester County, New York",Westchester,1709,3.30
36119005500,"Census Tract 55, Westchester County, New York",Westchester,5534,3.90
36119005600,"Census Tract 56, Westchester County, New York",Westchester,0,-
36119005702,"Census Tract 57.02, Westchester County, New York",Westchester,3117,13.50
36119005703,"Census Tract 57.03, Westchester County, New York",Westchester,3255,5.00
36119005704,"Census Tract 57.04, Westchester County, New York",Westchester,2768,7.30
36119005800,"Census Tract 58, Westchester County, New York",Westchester,5402,11.20
36119005901,"Census Tract 59.01, Westchester County, New York",Westchester,4531,26.20
36119005902,"Census Tract 59.02, Westchester County, New York",Westchester,5883,1.90
36119006000,"Census Tract 60, Westchester County, New York",Westchester,4245,2.10
36119006100,"Census Tract 61, Westchester County, New York",Westchester,4993,25.40
36119006200,"Census Tract 62, Westchester County, New York",Westchester,5576,13.50
36119006301,"Census Tract 63.01, Westchester County, New York",Westchester,3380,14.60
36119006302,"Census Tract 63.02, Westchester County, New York",Westchester,2280,26.40
36119006400,"Census Tract 64, Westchester County, New York",Westchester,5930,14.30
36119006500,"Census Tract 65, Westchester County, New York",Westchester,4649,14.80
36119006600,"Census Tract 66, Westchester County, New York",Westchester,5051,13.80
